text_length,total_filters,title_chars,file_size,object_count,stream_count,endstream_count,metadata_size,valid_pdf_header,entropy_of_streams,label
1457,8,12,78008,23,20,10,173,1,5.289849742,0
1,8,37,5354,79,18,9,210,1,3.876925952,1
0,0,0,9540,0,0,0,0,0,0.0,1
0,0,0,9938,0,0,0,0,0,0.0,1
0,0,0,9485,0,0,0,0,0,0.0,1
1240,2,10,82023,21,4,2,135,1,5.855098135,0
0,0,0,8153,0,0,0,0,0,0.0,1
0,0,0,8002,0,0,0,0,0,0.0,1
353919,48,27,323585,185,98,49,258,1,6.979360538,0
96126,32,24,115035,264,66,33,293,1,6.841234376,0
0,0,0,9432,0,0,0,0,0,0.0,1
5566,6,28,46912,25,14,7,238,1,6.461100699,0
0,0,0,9488,0,0,0,0,0,0.0,1
1422,2,13,84357,21,4,2,145,1,5.862658809,0
1,2,37,6026,10,6,3,156,1,5.486864116,1
1301,2,12,78570,21,4,2,135,1,5.841997015,0
3306,19,36,61847,163,42,21,296,1,6.371019215,0
1,6,37,4324,52,14,7,211,1,3.743914196,1
909,4,27,11339,70,10,5,309,1,5.050465228,0
0,0,0,16058,0,0,0,0,0,0.0,1
3981,6,6,50380,72,14,7,221,1,6.547793354,0
1,0,0,306227,9,4,2,0,1,3.997436662,1
0,0,0,8055,0,0,0,0,0,0.0,1
0,0,0,8192,0,0,0,0,0,0.0,1
5283,8,7,15091,20,18,9,126,1,5.369660521,1
0,0,0,8406,0,0,0,0,0,0.0,1
1294,17,12,75958,32,38,19,173,1,5.892667642,0
12127,16,29,52090,81,52,26,348,1,4.795766251,0
0,0,0,12213,0,0,0,0,0,0.0,1
24726,103,29,145824,838,382,191,461,1,4.686510732,0
0,0,0,12046,0,0,0,0,0,0.0,1
0,0,0,16942,0,0,0,0,0,0.0,1
1,2,44,3576,15,4,2,214,1,5.270033903,1
0,0,0,9781,0,0,0,0,0,0.0,1
0,0,0,9592,0,0,0,0,0,0.0,1
0,0,0,8351,0,0,0,0,0,0.0,1
0,0,0,9439,0,0,0,0,0,0.0,1
5283,8,7,15095,20,18,9,126,1,5.369646635,1
0,0,0,12387,0,0,0,0,0,0.0,1
1147,3,10,28532,12,6,3,198,1,5.2797856,0
5283,8,7,14995,20,18,9,126,1,5.370441335,1
0,0,0,17670,0,0,0,0,0,0.0,1
0,0,0,37937,0,0,0,0,0,0.0,1
0,0,0,9548,0,0,0,0,0,0.0,1
12666,62,29,104234,926,146,73,407,1,5.719756975,0
1665,17,10,155309,121,36,18,400,1,6.027741359,0
1168,2,12,72061,21,4,2,135,1,5.831941365,0
0,0,0,77151,0,0,0,0,0,0.0,1
0,0,0,9751,0,0,0,0,0,0.0,1
1364,17,11,79208,32,38,19,173,1,5.421752828,0
1479,2,11,95199,21,4,2,135,1,5.898873625,0
0,0,0,9657,0,0,0,0,0,0.0,1
0,0,0,2047,0,0,0,0,0,0.0,1
15899,14,95,43934,253,30,15,597,1,6.361002701,0
64743,31,32,397500,405,64,32,286,1,6.740783615,0
93199,39,38,265368,296,80,40,295,1,6.779153444,0
1222,2,12,84229,21,4,2,135,1,5.8871,0
2502,5,36,143360,17,10,5,160,1,5.342473282,0
0,0,0,9626,0,0,0,0,0,0.0,1
0,0,0,16695,0,0,0,0,0,0.0,1
0,0,0,9533,0,0,0,0,0,0.0,1
5283,8,7,14983,20,18,9,126,1,5.370429747,1
1135,25,24,39087,112,48,24,408,1,6.029119568,0
1338,18,49,64485,57,38,19,83,1,6.320770138,0
0,0,0,9323,0,0,0,0,0,0.0,1
0,0,0,7841,0,0,0,0,0,0.0,1
5283,8,7,14961,20,18,9,126,1,5.370410123,1
2694,24,17,101813,216,52,26,185,1,6.546640641,0
5126,19,24,33608,94,38,19,305,1,5.368533284,0
0,0,0,2004,0,0,0,0,0,0.0,1
0,0,0,8228,0,0,0,0,0,0.0,1
15363,12,12,25310,48,26,13,219,1,6.83004835,0
20529,9,29,25490,42,20,10,236,1,6.433751969,0
1281,2,12,73728,21,4,2,135,1,5.852419337,0
26106,23,8,166684,767,48,24,223,1,6.931647944,0
0,0,0,8483,0,0,0,0,0,0.0,1
1,1,0,10430,70,2,1,0,1,7.087329605,1
3091,10,11,18413,41,20,10,127,1,6.699981241,0
31507,11,68,40781,53,24,12,411,1,6.819906801,0
4115,5,56,17322,23,12,6,866,1,5.976305127,0
0,0,0,8212,0,0,0,0,0,0.0,1
0,0,0,15940,0,0,0,0,0,0.0,1
1374,35,14,96781,50,74,37,173,1,5.632773256,0
2738,25,1,121405,164,52,26,253,1,6.525972613,0
0,0,0,9518,0,0,0,0,0,0.0,1
3747,7,29,41793,28,16,8,239,1,6.605127845,0
1529,15,16,101003,30,34,17,173,1,5.36257572,0
1,0,44,3850,15,4,2,258,1,4.399259859,1
0,0,0,8203,0,0,0,0,0,0.0,1
1324,5,109,17601,29,12,6,401,1,5.370857402,0
1242,2,10,86458,21,4,2,135,1,5.861210363,0
0,0,0,15763,0,0,0,0,0,0.0,1
11651,7,11,17771,30,14,7,87,1,6.944457603,0
5283,8,7,14959,20,18,9,126,1,5.370330871,1
3289,18,23,38246,230,58,29,507,1,4.97275803,0
58950,0,10,68372,67,38,19,119,1,4.882587833,0
0,0,0,9513,0,0,0,0,0,0.0,1
0,0,0,1995,0,0,0,0,0,0.0,1
17566,17,23,35458,65,34,17,221,1,6.793966906,0
82844,15,31,75171,68,30,15,336,1,7.123117277,0
56489,35,22,139215,983,72,36,529,1,6.844086191,0
1260,3,12,26976,12,6,3,198,1,5.290990367,0
0,0,0,8301,0,0,0,0,0,0.0,1
10127,3,12,4689,14,6,3,346,1,6.60423984,1
0,0,0,2687,0,0,0,0,0,0.0,1
1320,15,60,86965,62,48,24,441,1,5.104553511,0
11959,9,29,64775,34,20,10,239,1,6.762218973,0
0,0,0,8363,0,0,0,0,0,0.0,1
53759,30,34,392794,390,62,31,290,1,6.717059559,0
11481,7,29,20321,33,16,8,238,1,6.296158807,0
1,1,7,36337,10,2,1,184,1,1.0,1
6603,6,29,13576,29,14,7,238,1,6.138322903,0
7234,113,6,109764,883,268,134,294,1,4.415147573,0
4451,9,65,21344,187,20,10,359,1,6.078543559,0
1356,2,12,85097,21,4,2,138,1,5.857449494,0
1327,17,11,84515,32,38,19,173,1,5.570427304,0
1211,3,12,24936,12,6,3,198,1,5.218052114,0
11599,22,56,211103,509,46,23,274,1,6.806626788,0
0,0,0,2726,0,0,0,0,0,0.0,1
1586,14,12,90748,29,32,16,173,1,6.027545619,0
0,0,0,12343,0,0,0,0,0,0.0,1
0,0,0,37930,0,0,0,0,0,0.0,1
0,0,0,9512,0,0,0,0,0,0.0,1
1311,2,11,77152,21,4,2,138,1,5.840566218,0
0,0,0,16395,0,0,0,0,0,0.0,1
97492,13,8,126921,41,26,13,268,1,6.775468999,0
1492,2,12,83068,21,4,2,135,1,5.868760795,0
1204,2,8,77152,21,4,2,135,1,5.873228203,0
5283,8,7,14957,20,18,9,126,1,5.370331752,1
0,0,0,9609,0,0,0,0,0,0.0,1
15318,9,28,25239,37,20,10,233,1,6.449641619,0
0,0,0,16995,0,0,0,0,0,0.0,1
2292,11,68,26690,33,24,12,439,1,6.490147361,0
19086,17,131,35057,155,36,18,377,1,6.341759676,0
7128,9,11,107583,45,20,10,172,1,6.504393679,0
0,0,0,9642,0,0,0,0,0,0.0,1
9739,8,29,18170,37,18,9,238,1,6.29628018,0
1,0,44,18669,15,4,2,208,1,3.278627519,1
0,0,0,8204,0,0,0,0,0,0.0,1
1391,10,11,85931,25,24,12,173,1,5.706146942,0
1,5,27,172369,34,15,8,233,1,4.498555559,1
0,0,0,17087,0,0,0,0,0,0.0,1
5283,8,7,15095,20,18,9,126,1,5.369722428,1
15583,4,7,11129,19,8,4,220,1,5.85905299,1
1272,2,10,74733,21,4,2,135,1,5.836836744,0
1,1,7,16968,10,2,1,184,1,1.0,1
8821,52,30,79813,541,126,63,355,1,5.552867712,0
12000,113,26,295089,2479,446,223,315,1,5.302884844,0
0,0,0,77558,0,0,0,0,0,0.0,1
0,0,0,3058,0,0,0,0,0,0.0,1
5628,8,28,22584,40,18,9,237,1,6.239242835,0
10911,6,62,16579,28,14,7,399,1,6.427621314,0
1,0,44,14840,16,4,2,214,1,4.637882919,1
0,0,0,37784,0,0,0,0,0,0.0,1
61899,9,8,67873,41,18,9,222,1,6.431712493,0
0,0,0,9615,0,0,0,0,0,0.0,1
7490,68,27,79402,369,158,79,319,1,5.326250301,0
5811,60,24,139177,923,386,193,399,1,3.935105452,0
5696,9,7,13019,20,18,9,126,1,5.545700196,1
47538,27,30,252491,1185,56,28,284,1,6.786474443,0
5283,8,7,15091,20,18,9,126,1,5.369640126,1
134254,43,31,152995,156,86,43,219,1,7.094737104,0
7110,9,28,16080,37,20,10,235,1,6.19738085,0
1414,14,7,116077,235,30,15,405,1,6.087568338,0
0,0,0,8350,0,0,0,0,0,0.0,1
0,0,0,16687,0,0,0,0,0,0.0,1
0,0,0,9078,0,0,0,0,0,0.0,1
36009,28,56,60809,209,58,29,424,1,6.692274429,0
8139,8,56,47898,84,18,9,248,1,6.637435616,0
4524,46,35,409751,264,102,51,343,1,6.09936971,0
0,0,0,9691,0,0,0,0,0,0.0,1
0,0,0,8333,0,0,0,0,0,0.0,1
0,0,0,15829,0,0,0,0,0,0.0,1
0,0,0,9447,0,0,0,0,0,0.0,1
1,1,0,9552,70,2,1,0,1,7.137338215,1
0,0,0,12389,0,0,0,0,0,0.0,1
18638,12,28,25461,49,26,13,235,1,6.557837726,0
0,0,0,8272,0,0,0,0,0,0.0,1
9849,25,32,166721,111,52,26,307,1,6.72824782,0
45762,21,72,126694,72,44,22,279,1,6.952493715,0
1197,3,10,28321,12,6,3,160,1,5.294683871,0
1570,25,16,97629,191,52,26,419,1,6.138375525,0
0,0,0,9779,0,0,0,0,0,0.0,1
10813,10,56,22215,100,22,11,302,1,6.117807801,0
8285,7,29,13801,34,16,8,238,1,6.114406828,0
27576,17,11,75634,51,34,17,189,1,6.863025466,0
0,0,0,3295,0,0,0,0,0,0.0,1
0,0,0,9498,0,0,0,0,0,0.0,1
14732,50,15,85397,500,98,49,373,1,6.163835294,0
204,16,6,381524,55,32,16,353,1,6.336545398,0
4879,62,17,150891,731,182,91,375,1,5.249734515,0
1,2,37,5911,10,6,3,156,1,5.428587007,1
0,0,0,8241,0,0,0,0,0,0.0,1
0,0,0,1977,0,0,0,0,0,0.0,1
1,2,44,7081,19,6,3,205,1,5.145467159,1
0,0,0,8194,0,0,0,0,0,0.0,1
1579,3,12,30342,12,6,3,198,1,5.317949397,0
9864,9,38,43398,70,20,10,261,1,6.679763192,0
0,0,0,9607,0,0,0,0,0,0.0,1
13614,12,17,30903,112,26,13,263,1,6.315441154,0
5283,8,7,14981,20,18,9,126,1,5.370358361,1
5283,8,7,15039,20,18,9,126,1,5.36979227,1
0,0,0,9446,0,0,0,0,0,0.0,1
0,0,0,62523,0,0,0,0,0,0.0,1
6697,40,26,120084,624,114,57,395,1,5.57589981,0
1375,3,12,85133,13,8,4,188,1,5.225073345,0
8766,68,17,80372,856,158,79,83,1,4.807581653,0
755,3,12,187051,12,6,3,160,1,5.161793634,0
1680,8,12,118987,23,20,10,173,1,5.727186093,0
71,2,44,10082,16,4,2,214,1,7.113519275,1
0,0,0,9647,0,0,0,0,0,0.0,1
0,0,0,2823,0,0,0,0,0,0.0,1
0,0,0,1437,0,0,0,0,0,0.0,1
1,2,37,5762,10,6,3,156,1,5.460701396,1
123555,32,18,153831,149,66,33,215,1,7.020219762,0
1,6,2,758050,17,16,8,210,1,4.99623809,1
5283,8,7,14961,20,18,9,126,1,5.370406728,1
0,0,0,9798,0,0,0,0,0,0.0,1
0,0,0,8278,0,0,0,0,0,0.0,1
1131,7,47,14955,127,16,8,340,1,5.254687346,0
0,0,0,17218,0,0,0,0,0,0.0,1
0,0,0,9535,0,0,0,0,0,0.0,1
0,0,0,9821,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.369636767,1
65925,30,37,197429,298,62,31,284,1,6.812850025,0
0,0,0,9302,0,0,0,0,0,0.0,1
3799,5,24,87977,369,308,154,281,1,3.248967299,0
0,0,0,16484,0,0,0,0,0,0.0,1
828,1,8,7642,10,2,1,137,1,6.791384588,1
71,2,44,10056,16,4,2,214,1,7.116414594,1
5586,11,35,14647,39,22,11,231,1,6.528312612,0
13745,21,23,72214,208,50,25,216,1,6.453270713,0
15142,56,18,101502,471,132,66,329,1,5.651270947,0
0,0,0,8272,0,0,0,0,0,0.0,1
0,0,0,9487,0,0,0,0,0,0.0,1
0,0,0,12224,0,0,0,0,0,0.0,1
954,30,16,52382,127,62,31,353,1,5.675807238,0
6884,10,24,42331,67,48,24,352,1,4.196246412,0
11403,8,28,16601,37,18,9,235,1,6.333185254,0
0,0,0,17199,0,0,0,0,0,0.0,1
0,0,0,9592,0,0,0,0,0,0.0,1
0,0,0,1998,0,0,0,0,0,0.0,1
36789,8,8,50809,34,16,8,218,1,7.132424015,0
0,0,0,73754,0,0,0,0,0,0.0,1
5283,8,7,14981,20,18,9,126,1,5.3704845,1
1284,10,11,82756,25,24,12,173,1,5.441816344,0
0,0,0,8342,0,0,0,0,0,0.0,1
0,0,0,16965,0,0,0,0,0,0.0,1
13619,34,24,154839,1028,402,201,440,1,3.711190183,0
25528,9,8,57479,37,18,9,218,1,7.112828735,0
14985,10,6,23292,44,20,10,197,1,6.886764766,0
1,1,44,3692,15,4,2,208,1,5.252318775,1
1,8,44,23712,26,22,11,166,1,4.562657788,1
81470,40,25,262164,334,82,41,313,1,6.786381954,0
1140,2,12,68771,21,4,2,135,1,5.828808513,0
1580,29,13,168947,130,66,33,387,1,5.87707388,0
1390,6,11,150536,27,12,6,138,1,5.529123502,0
22859,27,72,122509,317,56,28,83,1,6.64379377,0
79,1,13,1516,9,2,1,286,1,6.151647187,0
0,0,0,9451,0,0,0,0,0,0.0,1
5283,8,7,14957,20,18,9,126,1,5.370533259,1
0,0,0,35565,0,0,0,0,0,0.0,1
129433,41,29,90669,142,84,42,234,1,6.900351311,0
0,0,0,10021,0,0,0,0,0,0.0,1
0,0,0,8206,0,0,0,0,0,0.0,1
0,0,0,9590,0,0,0,0,0,0.0,1
1478,29,11,150024,158,60,30,399,1,5.852856221,0
3904,5,29,11363,28,12,6,238,1,5.952997348,0
1275,3,12,25246,12,6,3,198,1,5.228985205,0
0,0,0,8203,0,0,0,0,0,0.0,1
1,1,0,10669,70,2,1,0,1,7.10292941,1
0,0,0,77196,0,0,0,0,0,0.0,1
0,0,0,9666,0,0,0,0,0,0.0,1
0,0,0,8465,0,0,0,0,0,0.0,1
0,0,0,9741,0,0,0,0,0,0.0,1
5474,9,13,316277,32,24,12,214,1,6.456248905,0
10995,91,30,302795,608,348,174,345,1,4.595348676,0
0,0,0,2461,0,0,0,0,0,0.0,1
12108,2,87,35516,40,14,7,232,1,5.171012137,0
20357,25,21,145563,140,52,26,266,1,6.647217906,0
0,0,0,9308,0,0,0,0,0,0.0,1
17746,26,61,56011,689,54,27,504,1,6.546671753,0
0,0,0,9697,0,0,0,0,0,0.0,1
10266,54,27,163917,1244,184,92,343,1,4.959549406,0
1,2,44,3756,16,4,2,214,1,5.234519955,1
1265,2,12,77499,21,4,2,135,1,5.851447314,0
0,0,0,232218,0,0,0,0,0,0.0,1
11821,81,31,144931,932,352,176,425,1,4.811595984,0
0,0,0,15835,0,0,0,0,0,0.0,1
4924,47,24,272355,873,160,80,425,1,5.365958113,0
5283,8,7,15115,20,18,9,126,1,5.369376831,1
5283,8,7,14957,20,18,9,126,1,5.370345103,1
1475,2,12,85431,21,4,2,138,1,5.854695086,0
0,0,0,8023,0,0,0,0,0,0.0,1
1417,3,9,30293,12,6,3,198,1,5.267863153,0
0,0,0,9678,0,0,0,0,0,0.0,1
0,0,0,8326,0,0,0,0,0,0.0,1
13064,9,29,20495,38,20,10,238,1,6.426919264,0
1560,2,12,79091,21,4,2,135,1,5.878898041,0
2968,17,36,128138,28,36,18,166,1,5.702328532,0
0,0,0,6800,0,0,0,0,0,0.0,1
0,0,0,17412,0,0,0,0,0,0.0,1
0,0,0,12062,0,0,0,0,0,0.0,1
0,0,0,232183,0,0,0,0,0,0.0,1
12179,59,29,260679,572,188,94,464,1,4.86014629,0
0,0,0,1454,0,0,0,0,0,0.0,1
37176,28,47,85101,789,58,29,340,1,6.691084315,0
1178,3,11,29245,12,6,3,198,1,5.34084825,0
1512,21,18,213954,264,44,22,382,1,5.903503408,0
0,0,0,12671,0,0,0,0,0,0.0,1
7800,29,50,111805,182,60,30,392,1,6.421800158,0
0,0,0,9686,0,0,0,0,0,0.0,1
1223,3,10,25724,12,6,3,160,1,5.206306417,0
0,0,0,15574,0,0,0,0,0,0.0,1
320,12,19,17169,41,26,13,317,1,5.266722739,0
1,0,0,95065,9,4,2,0,1,3.91286504,1
12546,46,30,78307,571,94,47,380,1,6.031394912,0
4880,35,25,253662,836,92,46,419,1,5.806334358,0
1,1,0,991,8,2,1,0,1,3.133399015,1
5283,8,7,15093,20,18,9,126,1,5.369655099,1
0,0,0,8329,0,0,0,0,0,0.0,1
7275,19,9,118719,59,38,19,128,1,6.922346446,0
0,0,0,8315,0,0,0,0,0,0.0,1
1307,17,11,88033,32,38,19,173,1,5.797929132,0
5283,8,7,14965,20,18,9,126,1,5.370487067,1
0,0,0,9511,0,0,0,0,0,0.0,1
0,0,0,154538,0,0,0,0,0,0.0,1
0,0,0,9694,0,0,0,0,0,0.0,1
1366,3,12,37660,12,6,3,198,1,5.373135697,0
3994,6,64,16871,66,14,7,360,1,5.70186709,0
31988,26,29,51801,95,54,27,234,1,6.794591752,0
0,0,0,73964,0,0,0,0,0,0.0,1
0,0,0,9211,0,0,0,0,0,0.0,1
1841,1,20,8611,10,2,1,158,1,6.890022595,1
1195,3,12,24028,12,6,3,198,1,5.290566801,0
7136,10,29,50550,37,22,11,239,1,6.712117137,0
0,0,0,9726,0,0,0,0,0,0.0,1
1227,2,12,84880,21,4,2,135,1,5.873749028,0
0,0,0,9017,0,0,0,0,0,0.0,1
17565,39,18,149067,906,122,61,439,1,5.298698793,0
4429,7,8,16881,88,16,8,377,1,5.773454813,0
51109,50,31,188303,575,556,278,398,1,3.802587366,0
31927,30,13,63372,80,64,32,344,1,6.067519455,0
966,3,12,30835,12,6,3,160,1,5.180231574,0
1694,32,10,188535,310,66,33,538,1,5.97394551,0
4444,5,58,15286,100,12,6,577,1,5.550691416,0
6494,45,25,76738,220,94,47,398,1,5.839192481,0
17824,23,24,143902,397,48,24,278,1,6.678553759,0
0,0,0,9308,0,0,0,0,0,0.0,1
0,0,0,17226,0,0,0,0,0,0.0,1
1405,3,8,33363,12,6,3,198,1,5.366297754,0
0,0,0,4147,0,0,0,0,0,0.0,1
318110,68,11,312687,231,136,68,233,1,6.994736775,0
0,0,0,9913,0,0,0,0,0,0.0,1
828,1,8,7648,10,2,1,137,1,6.791384588,1
10469,67,30,101014,686,204,102,338,1,5.077103532,0
0,0,0,77844,0,0,0,0,0,0.0,1
0,0,0,3489,0,0,0,0,0,0.0,1
3274,47,53,2889551,93,96,48,261,1,6.385921967,0
1471,3,9,32600,12,6,3,160,1,5.166207698,0
19856,19,51,58028,556,40,20,459,1,6.50201967,0
23248,16,28,33479,60,34,17,235,1,6.691247404,0
3840,69,6,286987,957,160,80,294,1,4.931772182,0
4373,54,6,67530,500,128,64,294,1,4.646964713,0
0,0,0,8357,0,0,0,0,0,0.0,1
0,0,0,8195,0,0,0,0,0,0.0,1
3263,21,8,42851,59,44,22,155,1,6.187986558,0
1166,3,10,26582,12,6,3,198,1,5.475439834,0
0,0,0,9623,0,0,0,0,0,0.0,1
0,0,0,17247,0,0,0,0,0,0.0,1
6084,40,12,351500,414,80,40,124,1,6.40486204,0
14859,37,11,88682,85,76,38,163,1,6.441763259,0
9581,93,50,169904,162,220,110,263,1,4.680553614,0
2955,12,58,49921,80,26,13,267,1,6.576844991,0
141052,24,12,204204,302,48,24,124,1,6.415375773,0
0,0,0,17242,0,0,0,0,0,0.0,1
1140,3,12,21522,13,8,4,188,1,5.314851108,0
0,0,0,9811,0,0,0,0,0,0.0,1
0,0,0,8338,0,0,0,0,0,0.0,1
5283,8,7,15047,20,18,9,126,1,5.369878391,1
0,0,0,15461,0,0,0,0,0,0.0,1
5283,8,7,15093,20,18,9,126,1,5.369619544,1
0,0,0,16466,0,0,0,0,0,0.0,1
1387,26,10,166958,120,54,27,355,1,5.89757282,0
16543,61,51,401107,221,130,65,310,1,6.413877862,0
6910,6,57,17325,70,14,7,348,1,5.700546001,0
3716,50,6,95246,410,110,55,294,1,5.011024327,0
0,0,0,9257,0,0,0,0,0,0.0,1
8832,7,29,43035,28,16,8,239,1,6.565084018,0
5283,8,7,14961,20,18,9,126,1,5.370490666,1
1210,3,12,27374,12,6,3,198,1,5.442227627,0
5283,8,7,14961,20,18,9,126,1,5.370492879,1
1475,3,12,30972,12,6,3,198,1,5.451470148,0
1482,2,11,79259,21,4,2,135,1,5.868074143,0
0,0,0,15792,0,0,0,0,0,0.0,1
8017,40,30,67484,280,82,41,429,1,5.909937887,0
3947,10,6,23545,171,22,11,309,1,6.155866663,0
1,0,44,14978,16,4,2,214,1,4.640884207,1
5959,54,30,86616,779,130,65,413,1,5.637429146,0
0,0,0,1979,0,0,0,0,0,0.0,1
1,3,44,9844,31,6,3,163,1,5.230636819,1
10130,3,11,4556,13,6,3,275,1,6.734238562,1
32141,23,30,71162,77,52,26,333,1,6.517538238,0
0,0,0,23192,0,0,0,0,0,0.0,1
1,2,44,7263,16,4,2,214,1,7.100831785,1
1507,30,12,203563,124,62,31,544,1,5.888184167,0
0,0,0,16980,0,0,0,0,0,0.0,1
5593,76,52,130775,139,190,95,265,1,4.512154763,0
1,3,68,4538,18,6,3,100,1,6.737478283,1
32807,23,28,46234,80,48,24,237,1,6.725136619,0
9375,52,30,54186,140,150,75,325,1,4.858372703,0
0,0,0,16336,0,0,0,0,0,0.0,1
11931,50,30,266565,185,114,57,315,1,6.401222662,0
0,0,0,3034,0,0,0,0,0,0.0,1
1,2,37,6095,10,6,3,156,1,5.504783917,1
1158,2,12,75972,21,4,2,138,1,5.834790091,0
1269,2,12,79165,21,4,2,135,1,5.869344504,0
10263,9,56,25763,119,20,10,302,1,6.075903407,0
8400,6,11,10821,27,12,6,87,1,6.766761842,0
11848,66,30,310337,458,180,90,471,1,5.482823393,0
0,0,0,9517,0,0,0,0,0,0.0,1
28868,18,43,85935,415,38,19,349,1,6.752479946,0
5065,7,7,18390,101,16,8,358,1,5.878749634,0
1,2,0,113898,17,4,2,0,1,5.22775438,1
0,0,0,2897,0,0,0,0,0,0.0,1
5283,8,7,14959,20,18,9,126,1,5.370392225,1
71,2,68,10254,16,4,2,214,1,7.117293856,1
46809,17,28,48308,68,36,18,237,1,6.759589834,0
0,0,0,8294,0,0,0,0,0,0.0,1
5301,9,7,13097,20,18,9,126,1,5.549807042,1
0,0,0,10041,0,0,0,0,0,0.0,1
1585,2,79,14102,31,8,4,224,1,5.258231118,0
0,0,0,2356,0,0,0,0,0,0.0,1
11480,61,30,105049,668,162,81,450,1,5.433640725,0
0,0,0,8025,0,0,0,0,0,0.0,1
5060,9,47,33015,105,28,14,259,1,5.196218578,0
0,0,0,9350,0,0,0,0,0,0.0,1
1068,3,10,22638,12,6,3,198,1,5.429125559,0
12545,5,12,17398,27,10,5,87,1,6.981770275,0
0,0,0,9614,0,0,0,0,0,0.0,1
16499,24,52,59234,448,52,26,398,1,6.251980369,0
0,0,0,9643,0,0,0,0,0,0.0,1
0,0,0,9125,0,0,0,0,0,0.0,1
45505,46,62,827268,474,94,47,487,1,6.753163616,0
54557,20,72,84900,59,42,21,348,1,6.784991595,0
6717,6,28,13485,29,14,7,233,1,6.137527667,0
0,0,0,8253,0,0,0,0,0,0.0,1
0,0,0,9398,0,0,0,0,0,0.0,1
0,0,0,9282,0,0,0,0,0,0.0,1
0,0,0,8194,0,0,0,0,0,0.0,1
0,0,0,9431,0,0,0,0,0,0.0,1
0,0,0,8080,0,0,0,0,0,0.0,1
3889,8,6,20404,211,18,9,492,1,6.036849467,0
9695,51,19,125482,573,128,64,301,1,5.557718729,0
0,0,0,9813,0,0,0,0,0,0.0,1
1307,2,12,79926,21,4,2,135,1,5.846112582,0
11834,100,32,158593,2677,334,167,408,1,5.015697917,0
0,0,0,8189,0,0,0,0,0,0.0,1
0,0,0,8092,0,0,0,0,0,0.0,1
14508,47,30,83167,354,116,58,459,1,5.569412953,0
1,2,44,6577,16,4,2,214,1,7.058188246,1
1,0,0,94525,9,4,2,0,1,3.922119177,1
0,0,0,8492,0,0,0,0,0,0.0,1
14102,15,40,57393,38,32,16,285,1,6.650267714,0
17409,7,17,31987,22,14,7,233,1,6.856728385,1
0,0,0,9948,0,0,0,0,0,0.0,1
1133,6,38,23705,34,12,6,478,1,6.963839859,0
0,0,0,17044,0,0,0,0,0,0.0,1
1155,2,10,72924,21,4,2,135,1,5.806922123,0
0,0,0,12249,0,0,0,0,0,0.0,1
5018,32,33,48416,262,72,36,414,1,5.902176487,0
1,1,44,3590,15,4,2,208,1,5.273889767,1
0,0,0,9383,0,0,0,0,0,0.0,1
0,0,0,8199,0,0,0,0,0,0.0,1
1160,2,12,75708,21,4,2,135,1,5.85421856,0
1671,14,9,91287,29,32,16,173,1,5.671696025,0
1666,4,12,170917,24,8,4,145,1,5.824933894,0
15597,12,28,24700,53,26,13,237,1,6.536700491,0
0,0,0,8245,0,0,0,0,0,0.0,1
4855,17,38,133189,96,40,20,177,1,6.112349738,0
18125,131,24,183122,2071,620,310,348,1,4.650478888,0
6015,57,15,94292,721,116,58,338,1,6.105186717,0
1186,3,12,23172,13,8,4,188,1,5.15451481,0
1208,2,12,77254,21,4,2,135,1,5.869535203,0
0,0,0,8114,0,0,0,0,0,0.0,1
6517,6,56,42821,63,14,7,271,1,6.497085,0
30785,147,16,343243,4465,500,250,314,1,5.089802145,0
0,0,0,9569,0,0,0,0,0,0.0,1
0,0,0,17282,0,0,0,0,0,0.0,1
0,0,0,1996,0,0,0,0,0,0.0,1
5283,8,7,14981,20,18,9,126,1,5.370428208,1
0,0,0,8231,0,0,0,0,0,0.0,1
0,0,0,19511,0,0,0,0,0,0.0,1
1400,10,14,78263,25,24,12,173,1,5.521058791,0
0,0,0,12570,0,0,0,0,0,0.0,1
4361,3,36,4166,12,6,3,92,1,6.759926439,0
5283,8,7,15021,20,18,9,126,1,5.369960408,1
62254,28,17,65331,101,58,29,255,1,6.592507594,0
0,0,0,9380,0,0,0,0,0,0.0,1
5283,8,7,15091,20,18,9,126,1,5.369642421,1
0,0,0,8002,0,0,0,0,0,0.0,1
4329,64,14,179146,1489,168,84,338,1,5.468855803,0
828,1,8,7621,10,2,1,137,1,6.791384588,1
0,0,0,9770,0,0,0,0,0,0.0,1
0,0,0,8341,0,0,0,0,0,0.0,1
0,0,0,17488,0,0,0,0,0,0.0,1
1211,3,12,26394,12,6,3,198,1,5.444060438,0
9570,53,16,89700,306,110,55,299,1,6.476185962,0
0,0,0,15837,0,0,0,0,0,0.0,1
12598,10,30,19861,43,22,11,235,1,6.388537903,0
5283,8,7,15093,20,18,9,126,1,5.369691978,1
0,0,0,16036,0,0,0,0,0,0.0,1
12863,10,28,21309,43,22,11,235,1,6.472661671,0
0,0,0,8049,0,0,0,0,0,0.0,1
321,1,18,10115,10,2,1,229,1,6.237104455,1
0,0,0,8207,0,0,0,0,0,0.0,1
5283,8,7,14961,20,18,9,126,1,5.370415994,1
7130,59,25,81851,158,138,69,357,1,4.671858343,0
0,0,0,8053,0,0,0,0,0,0.0,1
0,0,0,8617,0,0,0,0,0,0.0,1
